Sample,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E
H057,0.0118321178746837,0.155380264920375,0.2595624348861438,0.0,0.0057300193481172,0.0100461378181276,0.0392915612442327,0.0006697425212085,0.1182467629111475,0.0,0.0,0.0,0.0017115642208662,0.0210596815002232,0.0,0.0,0.0464354814704569,0.0244083941062658,0.0054323560053579,0.0425658580145855,0.002678970084834,0.0,0.0,0.0322964726893883,0.0,0.0053579401696681,0.0,0.0,0.0018603958922458,0.020241107307635,0.0,0.0133948504241702,0.0005953266855186,0.0089299002827801,0.0,0.0,0.0021580592350052,0.000446495014139,0.0,0.0011162375353475,0.0,0.0,0.002678970084834,0.0,0.0,0.0104182169965768,0.0,0.0,0.0,0.0,0.001339485042417,0.0006697425212085,0.0,0.0021580592350052
H058,0.0109806479669493,0.1406283974777125,0.0627310284844531,0.0659382474450967,0.0142965862143944,0.002283105022831,0.0518047401609045,0.0125570776255707,0.0322352685366384,0.0,0.0072298325722983,0.0,0.0,0.0136986301369863,0.0,0.0007610350076103,0.0093498586649271,0.0079365079365079,0.0013589910850184,0.015003261578604,0.0,0.0013046314416177,0.002065666449228,0.0025549032398347,0.0036420961078495,0.0007066753642096,0.0101652533159382,0.0022287453794303,0.0102196129593389,0.0,0.0013589910850184,0.0,0.0034246575342465,0.0026636225266362,0.0070123939986953,0.0056534029136768,0.0007066753642096,0.0094585779517286,0.0459882583170254,0.0016307893020221,0.0104370515329419,0.0,0.0,0.0,0.0082626657969123,0.021254620569689,0.0076103500761035,0.0132093933463796,0.0,0.0007066753642096,0.0,0.0017938682322243,0.0022287453794303,0.0054359643400739
H059,0.0126725053078556,0.2611022646850672,0.0935951875442321,0.0234430290162774,0.0,0.0088021939136588,0.1125265392781316,0.0056395966029724,0.0767869780608634,0.0,0.0,0.0031625973106864,0.0022558386411889,0.0155254777070063,0.0,0.0,0.0131148266100495,0.0008846426043878,0.0,0.0504688605803255,0.0,0.0,0.0018577494692144,0.0056174805378627,0.0004423213021939,0.0,0.0,0.0,0.0021452583156404,0.0153485491861288,0.0,0.0,0.0093550955414012,0.0,0.0,0.0,0.0009509907997169,0.0013933121019108,0.0027866242038216,0.0100628096249115,0.0,0.0,0.0030962491153573,0.001592356687898,0.0023885350318471,0.0551353503184713,0.0,0.0394108280254777,0.0,0.0,0.0,0.0005307855626326,0.0,0.0022116065109695
H060,0.0,0.1461057418988061,0.4430358158044344,0.0,0.0,0.0076179647527003,0.0,0.0,0.0411597498578738,0.0012507106310403,0.0,0.0,0.0,0.0247868106878908,0.014326321773735,0.0542922114837976,0.002671972711768,0.0066515065378055,0.0022740193291642,0.0227401932916429,0.0,0.0032404775440591,0.0022740193291642,0.0011370096645821,0.0011370096645821,0.0009664582148948,0.0101193860147811,0.00318362706083,0.0347924957362137,0.0028993746446844,0.0,0.0130756111426947,0.0024445707788516,0.0,0.0009096077316657,0.0065946560545764,0.0011370096645821,0.0009096077316657,0.0057418988061398,0.0025582717453098,0.0046048891415577,0.0054576463899943,0.0,0.0,0.0002842524161455,0.041273450824332,0.0167708925525866,0.0063104036384309,0.0060830017055144,0.0,0.0011370096645821,0.0,0.0,0.0
H061,0.0202301054650047,0.0418664109939277,0.056439757110898,0.0163950143815915,0.0020773410035155,0.0036433365292425,0.0174496644295302,0.0009587727708533,0.0416746564397571,0.0082134867369766,0.0014062000639181,0.0032278683285394,0.0025886864813039,0.023489932885906,0.0025567273889421,0.0220198146372643,0.0043783956535634,0.0100990731863215,0.0067114093959731,0.0387983381271971,0.0019175455417066,0.0077021412591882,0.0026845637583892,0.0004474272930648,0.0125599232981783,0.0034835410674336,0.0096836049856184,0.0034196228827101,0.0088526685842122,0.0189837008628954,0.0025247682965803,0.0172898689677213,0.0008628954937679,0.0006391818472355,0.0014381591562799,0.0,0.0007989773090444,0.0031959092361776,0.0301693831895174,0.0053371684244167,0.0144774688398849,0.008309364014062,0.0037711728986896,0.0,0.0114733141578779,0.0788111217641419,0.0277085330776605,0.0004154682007031,0.0026206455736657,0.0014381591562799,0.0024928092042186,0.0007670182166826,0.0046660274848194,0.001853627356983
H062,0.0087024573485678,0.0876193457505086,0.3539834089841916,0.0,0.0,0.0,0.0214118015338863,0.0003443418375332,0.0084207231178588,0.0057285960244169,0.0170292690561903,0.0006573798716544,0.0014086711535451,0.0261386758491156,0.0030677727343872,0.0354985130693379,0.0069807481609015,0.0047894819220535,0.0041947096572233,0.0246360932853341,0.0025669118797933,0.0044451400845202,0.0034434183753326,0.0018782282047268,0.000563468461418,0.0,0.0049146971357019,0.0053842541868837,0.0489591485365471,0.0044138362811081,0.0,0.0132415088433244,0.0,0.0005008608545938,0.0023477852559085,0.0065111911097198,0.0061668492721865,0.000845202692127,0.0083894193144467,0.0115511034590702,0.0,0.0,0.004382532477696,0.0,0.0021599624354359,0.1040538425418688,0.0162779777742995,0.0,0.0,0.0,0.0016277977774299,0.000563468461418,0.0202535608076381,0.0012521521364845
H063,0.0152978498413817,0.0483256961579132,0.1704265068734578,0.0,0.0016566795911173,0.0034191046880507,0.0054987663024321,0.0028903771589707,0.0034543531899894,0.05185054635178,0.0,0.015897074374339,0.0007754670426506,0.0764187522030313,0.0092703560098695,0.002009164610504,0.0037715897074374,0.0049700387733521,0.0,0.0167782869228057,0.0008812125484666,0.001480437081424,0.0032428621783574,0.000845964046528,0.0,0.000951709552344,0.0025731406415227,0.0011279520620373,0.0,0.0043708142403947,0.003383856186112,0.0082129009517095,0.0023616496298907,0.001268946069792,0.0063447303489601,0.0041240747268241,0.0026436376454,0.0155093408530137,0.0437433909058865,0.0027846316531547,0.0138174127599577,0.0046528022559041,0.0020444131124427,0.002749383151216,0.0080014099400775,0.0058512513218188,0.0080366584420162,0.0072611913993655,0.0,0.0006697215368346,0.0,7.049700387733522e-05,0.000634473034896,0.0
H064,0.0044626703654565,0.3953684718369316,0.0936557713182969,0.0,0.0020504161138584,0.0142323000844289,0.1118079845615728,0.0008442889880593,0.0522856109033892,0.0041008322277168,0.0,0.0,0.002532866964178,0.0188155831624653,0.0168254734048968,0.0143529127970088,0.0068749246170546,0.0169460861174767,0.0,0.0262332649861295,0.003799300446267,0.0,0.0017488843324086,0.0013267398383789,0.0,0.0,0.0,0.0062718610541551,0.0081413580991436,0.0,0.0,0.0180919068869858,0.0004824508503196,0.0006030635628995,0.0030756241707876,0.0029550114582076,0.0027137860330478,0.0033168495959474,0.0044626703654565,0.0,0.0055481847786756,0.0009045953443492,0.0016282716198287,0.0011458207695091,0.0015076589072488,0.0216499819080931,0.0083825835243034,0.0085635025931733,0.0,0.0003618381377397,0.0006633699191894,0.0,0.0039802195151368,0.0
H065,0.0040171050926525,0.0904496566023066,0.0,0.0,0.0,0.0,0.1632758844110405,0.0,0.021770117921472,0.003628352986912,0.0,0.0049241933393805,0.0,0.1049630685499546,0.0184009330050537,0.0,0.0057016975508617,0.009977970714008,0.0069975379033303,0.0311001684592458,0.0,0.0034987689516651,0.0,0.0,0.0024620966696902,0.0,0.0225476221329532,0.0203446935337566,0.0371906181158481,0.005442529480368,0.0,0.0,0.0,0.0,0.019955941428016,0.0362835298691201,0.0,0.023584294414928,0.0362835298691201,0.0014254243877154,0.0085525463262926,0.0040171050926525,0.0,0.0,0.0196967733575223,0.0443177400544252,0.0392639626797978,0.002721264740184,0.0,0.0,0.0014254243877154,0.0,0.0,0.0
H066,0.0027510316368638,0.1662564251067834,0.2175486860204155,0.0363063780496633,0.0069137768768551,0.0030044161297328,0.0440889017592123,0.0020632737276478,0.0196191993050025,0.0051400854267718,0.0003619778469557,0.0028958227756461,0.0008325490479982,0.0122710490118004,0.0083616882646782,0.0386592340548758,0.0056106566278143,0.0200173749366538,0.0016289003113009,0.0431115615724317,0.0023166582205169,0.0047057120104249,0.0018822848041699,0.0032578006226018,0.0018460870194744,0.0008325490479982,0.0068051835227684,0.0015565047419097,0.0193296170274379,0.0019184825888655,0.0022080648664301,0.0077825237095489,0.0010135379714761,0.0003619778469557,0.0003981756316513,0.0123434445811916,0.0062984145370303,0.0097372040831101,0.0248678780858611,0.0029682183450372,0.0116556866719756,0.0041627452399913,0.0011583291102584,0.0,0.0047419097951205,0.0564323463404039,0.0205241439223919,0.0003981756316513,0.0084702816187649,0.0005791645551292,0.0003619778469557,0.0,0.0,0.0
H067,0.0,0.1531253445044647,0.090838937272627,0.1009811487156873,0.0,0.0106934185867048,0.12512402160732,0.0077169000110241,0.0,0.0209458714584941,0.0,0.005181347150259,0.0020945871458494,0.0194024914562892,0.0109139014441627,0.0,0.0392459486274942,0.0,0.0069452100099217,0.0485062286407231,0.0,0.0,0.0083783485833976,0.0,0.0,0.0,0.0,0.0058427957226325,0.0106934185867048,0.0024253114320361,0.0,0.0166464557380663,0.0004409657149156,0.0,0.0019843457171204,0.0101422114430603,0.0,0.0,0.0241428728916326,0.0040789328629699,0.0141109028773012,0.0070554514386506,0.0,0.0016536214309337,0.0026457942894939,0.1161944658802778,0.0183000771690001,0.0393561900562231,0.0,0.0014331385734759,0.0113548671590783,0.001212655716018,0.0,0.003858450005512
H068,0.0034266133637921,0.0526841804683038,0.1166476299257567,0.0118503712164477,0.0042832667047401,0.0038549400342661,0.0302684180468303,0.0,0.0365505425471159,0.0062821245002855,0.0092804111936036,0.0,0.0,0.0439748715019988,0.0268418046830382,0.0071387778412335,0.0058537978298115,0.0095659623072529,0.0,0.0248429468874928,0.0,0.0032838378069674,0.0051399200456881,0.0,0.0,0.0,0.0051399200456881,0.0128498001142204,0.0264134780125642,0.002569960022844,0.0,0.0,0.0,0.0007138777841233,0.0179897201599086,0.0285551113649343,0.0,0.001284980011422,0.0,0.0051399200456881,0.002569960022844,0.0,0.0038549400342661,0.0,0.0007138777841233,0.0943746430611079,0.0148486579097658,0.0131353512278697,0.0037121644774414,0.0,0.000856653340948,0.0022844089091947,0.0091376356367789,0.0049971444888635
H069,0.0069887403627489,0.0653946419657219,0.1868656054135004,0.0194686338676576,0.0025514448943369,0.0041044983082811,0.0372178157413056,0.0018303843807199,0.0156414665261523,0.0043263630817017,0.0057130179155804,0.0021077153474957,0.0,0.0080425980364967,0.0012757224471684,0.0209107548948915,0.0122580287314881,0.0229075378556769,0.0043263630817017,0.0308392035054634,0.0,0.0063786122358422,0.0024405125076266,0.0013311886405236,0.0012757224471684,0.0017194519940096,0.0104831105441233,0.0048810250152532,0.0629541294580953,0.0080980642298519,0.0043263630817017,0.0072660713295246,0.0145876088524044,0.0,0.0018303843807199,0.0,0.0027178434744023,0.0079316656497864,0.0109268400909645,0.0019967829607854,0.0087636585501137,0.002606911087692,0.0,0.0009429252870375,0.0016085196072993,0.1408841311220811,0.0584613677963281,0.0,0.0298962782184258,0.0013866548338787,0.0007210605136169,0.0,0.0017749181873648,0.0001109323867103
H070,0.0149088220798422,0.0488335797601445,0.0449728930507639,0.0,0.0094874322326269,0.0,0.0258748151798915,0.002094627895515,0.0144159684573681,0.0168802365697387,0.000698209298505,0.004887465089535,0.000698209298505,0.0188516510596352,0.0101445703959257,0.019714144898965,0.0101856415311319,0.0161820272712337,0.0045178248726794,0.045917529160506,0.0,0.0026285526531953,0.0032856908164941,0.0,0.0006160670280926,0.002094627895515,0.0095695745030392,0.004887465089535,0.0253408904222112,0.0155659602431411,0.0069820929850501,0.0070642352554624,0.0045588960078856,0.0007392804337111,0.0064892393625759,0.0080910136356168,0.0015607031378347,0.0121981271562345,0.0133070478068013,0.0037785444389682,0.0067767373090192,0.0007392804337111,0.0010267783801544,0.0008214227041235,0.0050928207655659,0.0809101363561688,0.022506982092985,0.0030803351404632,0.0068588795794315,0.00139641859701,0.0016017742730409,0.000246426811237,0.0021767701659273,0.0008624938393297
H071,0.0018455167446885,0.280293482175009,0.2923118473172488,0.0,0.0296633057256031,0.0,0.0347947425279078,0.0006751890529348,0.0858390349297803,0.0,0.0011703276917536,0.0006751890529348,0.0039160965070219,0.0125135037810586,0.0005851638458768,0.0054015124234785,0.0021606049693914,0.0,0.0023856679870363,0.011343176089305,0.0046362981634857,0.003510983075261,0.0004051134317608,0.0021155923658624,0.0011703276917536,0.0012153402952826,0.003510983075261,0.0019355419517464,0.0087774576881526,0.0026107310046813,0.0,0.0166546633057256,0.0,0.0001800504141159,0.0,0.0004951386388188,0.0009902772776377,0.0006301764494058,0.0040961469211379,0.0031508822470291,0.0020705797623334,0.0013953907093986,0.0016204537270435,0.0006301764494058,0.0012603528988116,0.0686442203817068,0.0122434281598847,0.0,0.0,0.0,0.0024306805905653,0.0,0.0,0.0
H072,0.0,0.1611568026662366,0.0834274041821211,0.0455840455840455,0.0110734827715959,0.009944632586142,0.0509057678868999,0.0036015696393054,0.0394560017201526,0.037574584744396,0.0001612643122077,0.002741493307531,0.0,0.0327904101489007,0.0009138311025103,0.0,0.0109122184593882,0.0153738644304682,0.0012363597269257,0.0311777670268236,0.0022577003709079,0.008278234693329,0.0,0.0,0.0089770467128957,0.0,0.0,0.0256410256410256,0.0199967747137558,0.0,0.0,0.0046229102832876,0.0051067032199107,0.0010213406439821,0.0266623662850078,0.0211793796699457,0.0,0.0058055152394775,0.0172015266354889,0.0067731011127237,0.0156963930548836,0.0070956297371391,0.0,0.0,0.0,0.1132075471698113,0.0307477288609364,0.0038165887222491,0.0,0.0006988120195667,0.0003762833951513,0.0002150190829436,0.0126323711229371,0.0011826049561898
H073,0.0358509281564404,0.2217656227858863,0.0,0.0,0.0,0.0,0.0636247697321808,0.0,0.0,0.0060932407538614,0.0,0.0021255491001842,0.0,0.0325917528694912,0.0069434603939351,0.0365594445231684,0.0120447782343772,0.0165792829814368,0.0052430211137877,0.0374096641632421,0.0,0.0060932407538614,0.0079353833073544,0.0,0.0,0.0,0.0256482924755561,0.0094941193141561,0.0104860422275754,0.0059515374805158,0.0,0.0177129091682017,0.000708516366728,0.0,0.0032591752869491,0.0,0.0,0.0059515374805158,0.0196967549950403,0.0107694487742666,0.0077936800340087,0.0019838458268386,0.0,0.0,0.0104860422275754,0.1139294317698738,0.0354258183364035,0.0015587360068017,0.0120447782343772,0.0005668130933824,0.0,0.0005668130933824,0.0158707666147088,0.0022672523735298
H074,0.0,0.4679978351895634,0.2224057880194833,0.0,0.0011393739140342,0.0084313669638533,0.0384538695986555,0.0006836243484205,0.0435810522118096,0.0,0.0015381547839462,0.0006836243484205,0.0016236078274987,0.0024211695673227,0.0118210043581052,0.0134730965334548,0.0,0.0,0.0,0.0298800808955478,0.0037314495684621,0.0,0.0037884182641638,0.0018514826103056,0.0,0.0,0.0043011365254792,0.0,0.0331272965505454,0.0033041843506992,0.0,0.013245221750648,0.0001993904349559,0.0005696869570171,0.0013957330446919,0.0053835417438117,0.0018799669581564,0.0019369356538582,0.0017945139146039,0.0015096704360953,0.0013957330446919,0.0002848434785085,0.0007690773919731,0.0,0.0005981713048679,0.0245535078474378,0.0035890278292078,0.0,0.0229014156720881,0.0,0.0008545304355256,0.0,0.0,0.0
H075,0.0025326734204624,0.0347227592606913,0.0239540638775036,0.0115226973938597,0.0104593612249632,0.0012180032480086,0.0364434305158147,0.0,0.023528729409945,0.0005220013920037,0.0015466707911221,0.003673343128915,0.0,0.0442541180109813,0.0070180187147165,0.0114260304694145,0.0042726780604748,0.0019333384889026,0.0017206712551233,0.0150993735983295,0.0,0.0026100069600185,0.0010826695537854,0.0008506689351171,0.0005026680071146,0.0010053360142293,0.0024553398809063,0.0028226741937978,0.0140167040445441,0.0027066738844636,0.002262006032016,0.005896682391153,0.0008506689351171,0.0,0.0174193797850127,0.0025520068053514,0.0006380017013378,0.0094153584409558,0.0281880751682004,0.0051233469955919,0.0094153584409558,0.0023200061866831,0.0010440027840074,0.0,0.012489366638311,0.082147552393473,0.015428041141443,0.0095120253654009,0.0013146701724537,0.0002706673884463,0.000773335395561,0.0,0.0,0.0005606681617817
H076,0.0016221612178687,0.1952208634888944,0.2110057399550786,0.0,0.0051784377339655,0.0,0.0527202395807337,0.0,0.0056775642625405,0.0008734714250062,0.0,0.0013725979535812,0.0009982530571499,0.0724981282755178,0.0145370601447466,0.0640753681058148,0.0015597704017968,0.0025580234589468,0.002932368355378,0.0176566009483404,0.0073621162964811,0.0043049663089593,0.0074868979286249,0.0012478163214374,0.0023084601946593,0.0021836785625155,0.0174070376840529,0.0024956326428749,0.0121662091340154,0.0017469428500124,0.0046169203893186,0.0320688794609433,0.0,0.0008734714250062,0.0011230346892937,0.0607686548540054,0.0035562765160968,0.0026828050910905,0.0146618417768904,0.0106688295482904,0.017843773396556,0.0035562765160968,0.0,0.0,0.0030571499875218,0.0448589967556775,0.0018093336660843,0.0014973795857249,0.0056775642625405,0.0,0.0012478163214374,0.0,0.0,0.0
H077,0.0026286143447239,0.0467786062979453,0.0741376535593584,0.0133040072957459,0.003862453731023,0.0089051016576363,0.0225309800976342,0.0,0.0333136634300734,0.0048280671637787,0.0033796470146451,0.0014484201491336,0.0,0.0200096561343275,0.0,0.0101389410439354,0.0066520036478729,0.0108899737138565,0.0,0.0214044310927525,0.0,0.0055254546429912,0.0070811651735421,0.0008583230513384,0.0014484201491336,0.0,0.0130894265329113,0.0050426479266133,0.0158253312590526,0.0133576524864545,0.0107826833324392,0.0173810417896035,0.0,0.001072903814173,0.011426425620943,0.0068129392199989,0.0017702912933855,0.0015020653398422,0.018078429268816,0.002467678772598,0.0067056488385816,0.0009119682420471,0.0018775816748028,0.0,0.0,0.074191298750067,0.0042916152566922,0.0,0.0008583230513384,0.0004828067163778,0.0008046778606297,0.0,0.0,0.0
H078,0.0062495117568939,0.255448793063042,0.2223263807515038,0.0,0.0,0.0048433716115928,0.0314037965783923,0.0,0.0447621279587532,0.0013280212483399,0.0,0.0,0.0003905944848058,0.0202327943129443,0.0032028747754081,0.0171080384344973,0.0071088196234669,0.0100773377079915,0.0043746582298257,0.0299976564330911,0.0017186157331458,0.0053120849933598,0.0,0.0020310913209905,0.0010155456604952,0.0017186157331458,0.0135926880712444,0.0106241699867197,0.0323412233419264,0.0041403015389422,0.0033591125693305,0.0360909303960628,0.0005468322787282,0.0,0.0036715881571752,0.0,0.0030466369814858,0.0020310913209905,0.0026560424966799,0.0065619873447386,0.0019529724240293,0.005390203890321,0.0016404968361846,0.0003905944848058,0.0014061401453011,0.0703851261620186,0.0455433169283649,0.0008593078665729,0.0013280212483399,0.0,0.0017186157331458,0.0,0.0,0.0002343566908835
H079,0.0,0.1312117257303483,0.1185623933340026,0.0328280293143258,0.0,0.0,0.1361309105511494,0.0045176187129806,0.0288123682361208,0.0,0.0,0.0,0.0056219255094869,0.0407589599437807,0.0,0.0,0.0095371950607368,0.0031121373356088,0.0,0.0908543318943881,0.0,0.0,0.0085332797911856,0.0093364120068266,0.0,0.0,0.0,0.0,0.0019074390121473,0.0,0.0,0.0026101797008332,0.0132516815580764,0.0,0.0,0.0388515209316333,0.0049191848208011,0.0209818291336211,0.0,0.0258006224274671,0.0,0.0,0.0062242746712177,0.0046180102399357,0.0,0.0,0.0,0.0110430679650637,0.0247967071579158,0.0007027406886858,0.0,0.0009035237425961,0.0,0.0026101797008332
H080,0.0,0.2823831975996571,0.2186026575225032,0.0,0.0,0.0176596656665237,0.0474924989284183,0.0011573081868838,0.0233604800685812,0.0,0.0050578654093441,0.0,0.0021431633090441,0.0279039862837548,0.0,0.0314187741105872,0.0147878268324046,0.0904843549078439,0.0,0.1018859837119588,0.0046720960137162,0.0,0.0,0.0111015859408486,0.0015859408486926,0.0,0.0310330047149592,0.0,0.0051435919417059,0.0035576510930132,0.0,0.0156879554222031,0.0006000857265323,0.0,0.0,0.0021431633090441,0.0003000428632661,0.0015859408486926,0.0,0.0058294042006,0.0,0.0,0.006215173596228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139734247749678,0.0
H081,0.0041584591814401,0.0463996498139636,0.0923615670825126,0.0409279929962792,0.0111621799080761,0.0166338367257605,0.0118187787261982,0.0131319763624425,0.0080980520901729,0.0133508426351499,0.0,0.0,0.0,0.0625957539943094,0.0045961917268548,0.0223243598161523,0.0129131100897351,0.0277960166338367,0.0048150579995622,0.0803239220836069,0.0,0.0124753775443204,0.0083169183628802,0.0,0.0,0.0094112497264171,0.0133508426351499,0.005252790544977,0.0074414532720507,0.0225432260888597,0.0142263077259794,0.0,0.0,0.0,0.0080980520901729,0.0,0.0,0.0212300284526154,0.0236375574523965,0.0074414532720507,0.0113810461807835,0.0030641278179032,0.0,0.0,0.0041584591814401,0.0755088640840446,0.0056905230903917,0.0,0.0124753775443204,0.0,0.0,0.0,0.0,0.0
H082,0.0032446823261876,0.0996977176294406,0.0730746831581574,0.0,0.0036883995673756,0.0021631215507917,0.0455919465320724,0.0011647577581186,0.0196899525777198,0.0077373193932166,0.0011092931029701,0.002190853878366,0.0039934551706924,0.0063229706869297,0.0122576887878199,0.0009706314650988,0.0071826728417316,0.0136997698216811,0.002523641809257,0.0299786461077678,0.0055464655148506,0.0089020771513353,0.0076818547380681,0.0009983637926731,0.0013588840511384,0.0028009650849995,0.0089575418064838,0.007016278876286,0.0471449568762306,0.0036606672398014,0.0079591780138107,0.0263457111955406,0.0,0.0,0.0041043844809894,0.0071549405141573,0.0006101112066335,0.0059347181008902,0.0089020771513353,0.0049086219806428,0.0099004409440084,0.0,0.0015807426717324,0.000332787930891,0.0001941262930197,0.1056879003854793,0.0521090435120219,0.002301783188663,0.0064061676696525,0.0,0.0036606672398014,0.0,0.0080146426689592,0.0
